,title,district,area,orient,floor,price,city
37,整租·金地广场 2室1厅 南,余杭, 44㎡,南 , 中楼层 （22层）,3500 元/月,杭州
38,整租·绿城桃李春风 2室2厅 南,临安, 101㎡,南 , 高楼层 （5层）,5050 元/月,杭州
39,整租·金色黎明一期 3室2厅 南,江干, 90㎡,南 , 低楼层 （16层）,5000 元/月,杭州
40,整租·天润商业中心 2室1厅 西,萧山, 53㎡,西 , 中楼层 （22层）,3500 元/月,杭州
41,整租·复地壹中心 1室1厅 北,拱墅, 49㎡,北 , 高楼层 （27层）,3300 元/月,杭州
42,整租·中骏柏景湾 2室1厅 南/北,临安, 78㎡,南 北 , 中楼层 （33层）,2300 元/月,杭州
43,合租·平安雅苑 4居室 南卧,拱墅, 20㎡,南 , 低楼层 （23层）,1350 元/月,杭州
44,整租·欣北钱江国际广场 1室1厅 北,余杭, 48㎡,北 , 低楼层 （20层）,1000 元/月,杭州
45,整租·保利江语海 1室1厅 南,钱塘新区, 59㎡,南 , 高楼层 （32层）,3200 元/月,杭州
46,整租·新城香悦奥府 5室1厅 南,萧山, 130㎡,南 , 中楼层 （27层）,7300 元/月,杭州
47,整租·茂宸金座 4室1厅 南,江干, 89㎡,南 , 中楼层 （30层）,7200 元/月,杭州
48,整租·景芳六区 1室1厅 南,江干, 40㎡,南 , 中楼层 （7层）,2750 元/月,杭州
49,整租·华元蒙卡岸 3室2厅 南/北,余杭, 89㎡,南 北 , 低楼层 （10层）,3900 元/月,杭州
50,整租·田园公寓 2室1厅 南,拱墅, 72㎡,南 , 中楼层 （7层）,2600 元/月,杭州
51,合租·平安雅苑 4居室 南卧,拱墅, 18㎡,南 , 低楼层 （23层）,1200 元/月,杭州
52,整租·南北西岸 3室1厅 南,拱墅, 86㎡,南 , 低楼层 （18层）,4300 元/月,杭州
53,整租·浙港国际 2室1厅 LOFT 南,西湖, 33㎡,南 , 高楼层 （17层）,3800 元/月,杭州
54,整租·东方时代中心 2室1厅 南,江干, 65㎡,南 , 高楼层 （18层）,4500 元/月,杭州
55,整租·世贸丽晶城欧美中心 1室0厅 北,西湖, 44㎡, 北 , 中楼层 （24层）,4600 元/月,杭州
56,整租·采荷路17号 3室1厅 南,江干, 80㎡,南 , 高楼层 （7层）,4500 元/月,杭州
57,整租·阳光银泰城 1室1厅 东,下城, 55㎡,东 , 低楼层 （16层）,3170 元/月,杭州
58,整租·富力西溪悦居溪区 4室2厅 南,余杭, 139㎡,南 , 低楼层 （14层）,9490 元/月,杭州
59,整租·浙港国际 2室1厅 LOFT 南,西湖, 33㎡,南 , 高楼层 （17层）,3800 元/月,杭州
60,整租·德信中外公寓 3室2厅 南,钱塘新区, 90㎡,南 , 中楼层 （11层）,4800 元/月,杭州
61,合租·左邻右舍 4居室 南卧,江干, 60㎡,南 , 高楼层 （16层）,3200 元/月,杭州
62,整租·超级星期天 1室1厅 北,滨江, 43㎡,北 , 低楼层 （14层）,3000 元/月,杭州
63,整租·雍荣华庭 3室2厅 南,拱墅, 90㎡,南 , 高楼层 （27层）,4800 元/月,杭州
64,整租·广厦天都城天澜 3室2厅 南,余杭, 128㎡,南 , 低楼层 （23层）,2300 元/月,杭州
65,整租·华元欢乐城 1室1厅 复式 西,余杭, 45㎡,西 , 高楼层 （38层）,2000 元/月,杭州
66,整租·中港罗兰小镇 3室2厅 南,余杭, 109㎡,南 , 高楼层 （18层）,10000 元/月,杭州
67,整租·玖玖国际财富中心 1室0厅 北,余杭, 58㎡,北 , 中楼层 （23层）,2000 元/月,杭州
68,整租·金世纪运河丽园 3室1厅 南,余杭, 89㎡,南 , 中楼层 （11层）,1200 元/月,杭州
69,整租·西溪天堂悦居 2室1厅 南,西湖, 207㎡,南 , 低楼层 （7层）,22000 元/月,杭州
70,整租·北落马营 2室1厅 南,上城, 65㎡,南 , 中楼层 （6层）,3800 元/月,杭州
71,整租·吉如家园 3室1厅 南,拱墅, 75㎡,南 , 中楼层 （25层）,4000 元/月,杭州
72,整租·城中花园(临安) 3室2厅 南,临安, 123㎡,南 , 高楼层 （6层）,2900 元/月,杭州
73,整租·锦绣文澜阁 2室1厅 南,拱墅, 76㎡,南 , 高楼层 （25层）,4800 元/月,杭州
74,整租·铁建万科江湾城 3室2厅 南,萧山, 103㎡,南 , 低楼层 （31层）,2900 元/月,杭州
75,整租·九月庭院 3室2厅 南,江干, 130㎡,南 , 中楼层 （25层）,4000 元/月,杭州
76,整租·凯瑞金座 1室0厅 北,滨江, 58㎡,北 , 低楼层 （25层）,5000 元/月,杭州
77,整租·三盛颐景御园 3室2厅 跃层 南,余杭, 224㎡,南 , 高楼层 （3层）,9000 元/月,杭州
78,整租·天鸿君邑 3室2厅 东北,滨江, 139㎡,东北 , 高楼层 （31层）,7500 元/月,杭州
79,整租·南钻广场 1室1厅 南,萧山, 68㎡,南 , 中楼层 （17层）,2900 元/月,杭州
80,整租·绿野春天家园 8室3厅 跃层 南,余杭, 356㎡,南 , 低楼层 （2层）,16000 元/月,杭州
81,整租·左岸花园 3室1厅 南,拱墅, 105㎡,南 , 高楼层 （6层）,4200 元/月,杭州
82,整租·嘉丰万悦城 3室2厅 南,余杭, 89㎡,南 , 高楼层 （27层）,1800 元/月,杭州
83,整租·和睦新村 2室1厅 南,拱墅, 54㎡,南 , 中楼层 （6层）,3600 元/月,杭州
84,整租·钱江西溪和景 3室2厅 南,西湖, 177㎡,南 , 低楼层 （6层）,15000 元/月,杭州
85,合租·中北西子花园 4居室 南卧,下城, 18㎡,南 , 低楼层 （18层）,1800 元/月,杭州
86,整租·尚筑金座 2室1厅 西南,上城, 41㎡,西南 , 低楼层 （18层）,4300 元/月,杭州
87,整租·吉如家园 2室1厅 南,拱墅, 93㎡,南 , 低楼层 （25层）,4000 元/月,杭州
88,整租·城中花园(临安) 3室2厅 南,临安, 122㎡,南 , 高楼层 （6层）,3000 元/月,杭州
89,整租·金昌苑 2室1厅 南/北,拱墅, 64㎡,南 北 , 低楼层 （28层）,2800 元/月,杭州
90,整租·新桥园 3室1厅 南,萧山, 70㎡,南 , 低楼层 （6层）,2500 元/月,杭州
91,整租·世贸丽晶城欧美中心 1室1厅 南,西湖, 55㎡, 南 , 高楼层 （24层）,5388 元/月,杭州
92,整租·世包国际中心 1室1厅 南,江干, 65㎡,南 , 中楼层 （37层）,6500 元/月,杭州
93,合租·红苹果家园 4居室 东南卧,江干, 20㎡,东南 , 中楼层 （15层）,1580 元/月,杭州
94,整租·锦园小区 3室1厅 南,下城, 75㎡,南 , 中楼层 （7层）,4900 元/月,杭州
95,整租·复地壹中心 2室1厅 南,拱墅, 68㎡,南 , 低楼层 （23层）,4500 元/月,杭州
96,整租·融信澜天 3室2厅 西南,余杭, 89㎡,西南 , 高楼层 （34层）,4200 元/月,杭州
97,整租·德胜东村 3室1厅 南,下城, 75㎡,南 , 中楼层 （6层）,4200 元/月,杭州
98,整租·朗诗枫荟 1室1厅 南,余杭, 37㎡,南 , 低楼层 （13层）,2500 元/月,杭州
99,整租·融信保利创世纪 3室2厅 东南,萧山, 89㎡,东南 , 低楼层 （32层）,12000 元/月,杭州
100,整租·金龙大厦 1室1厅 南,滨江, 56㎡,南 , 低楼层 （28层）,6800 元/月,杭州
101,整租·复地壹中心 2室1厅 北,拱墅, 56㎡,北 , 高楼层 （23层）,3800 元/月,杭州
102,整租·绿都御景蓝湾 4室2厅 南,萧山, 118㎡,南 , 中楼层 （26层）,2600 元/月,杭州
103,合租·新城峯璟 5居室 跃层 北卧,余杭, 15㎡,北 , 高楼层 （2层）,1350 元/月,杭州
104,整租·融信保利创世纪 3室2厅 东/东南/南,萧山, 139㎡,东 东南 南 , 中楼层 （32层）,13500 元/月,杭州
105,整租·广厦天都城天河苑 1室1厅 东,余杭, 54㎡,东 , 中楼层 （5层）,1600 元/月,杭州
106,整租·富阳财富中心 3室2厅 南,富阳, 62㎡,南 , 高楼层 （19层）,4800 元/月,杭州
107,整租·秋水苑 4室2厅 南,西湖, 140㎡,南 , 中楼层 （11层）,7400 元/月,杭州
108,整租·融创金成未来海 3室2厅 南,余杭, 95㎡,南 , 中楼层 （12层）,4500 元/月,杭州
109,整租·潮闻天下 4室2厅 南,钱塘新区, 123㎡,南 , 高楼层 （18层）,2300 元/月,杭州
110,整租·碧桂园东旭府 4室2厅 南,萧山, 123㎡,南 , 高楼层 （18层）,3800 元/月,杭州
111,整租·浙港国际 2室1厅 LOFT 南,西湖, 33㎡,南 , 高楼层 （17层）,3800 元/月,杭州
112,整租·和昌云潮 2室1厅 南,西湖, 42㎡,南 , 中楼层 （17层）,3500 元/月,杭州
113,整租·欧美金融城 3室2厅 南,余杭, 89㎡,南 , 中楼层 （33层）,5480 元/月,杭州
114,整租·西子阳光星城 1室0厅 南,钱塘新区, 42㎡,南 , 中楼层 （25层）,2500 元/月,杭州
115,整租·杭钢尚堂府 2室1厅 南,拱墅, 89㎡,南 , 高楼层 （18层）,2800 元/月,杭州
116,整租·金龙大厦 1室1厅 北,滨江, 97㎡,北 , 低楼层 （28层）,15000 元/月,杭州
117,整租·浙港国际 2室1厅 LOFT 南,西湖, 33㎡,南 , 高楼层 （17层）,3800 元/月,杭州
118,整租·新州花苑 3室1厅 南,滨江, 113㎡,南 , 中楼层 （13层）,6800 元/月,杭州
119,合租·平安雅苑 4居室 南卧,拱墅, 15㎡,南 , 中楼层 （23层）,1300 元/月,杭州
120,整租·安吉路 2室1厅 南,下城, 54㎡,南 , 高楼层 （4层）,4400 元/月,杭州
121,整租·平安雅苑 2室1厅 南,拱墅, 68㎡,南 , 中楼层 （23层）,2800 元/月,杭州
122,整租·龙湖春江彼岸 3室2厅 南/西南,滨江, 106㎡,南 西南 , 中楼层 （33层）,6500 元/月,杭州
123,整租·复地壹中心 1室1厅 南,拱墅, 50㎡,南 , 高楼层 （23层）,3200 元/月,杭州
124,整租·尚雅府 2室2厅 南,萧山, 89㎡,南 , 低楼层 （16层）,1700 元/月,杭州
125,整租·平安雅苑 2室1厅 南,拱墅, 69㎡,南 , 高楼层 （22层）,2800 元/月,杭州
126,整租·清合嘉园东区 2室1厅 南,余杭, 93㎡,南 , 中楼层 （6层）,3000 元/月,杭州
127,整租·旭辉宝龙东湖城 4室2厅 南,钱塘新区, 140㎡,南 , 高楼层 （25层）,4000 元/月,杭州
128,整租·众安白马山庄 3室2厅 南,西湖, 90㎡,南 , 低楼层 （31层）,2800 元/月,杭州
129,整租·君奥名邸 3室2厅 南,萧山, 88㎡,南 , 低楼层 （27层）,4000 元/月,杭州
130,整租·华浙大厦 1室0厅 南,拱墅, 366㎡,南 , 中楼层 （27层）,40000 元/月,杭州
131,整租·平安雅苑 2室1厅 南,拱墅, 70㎡,南 , 高楼层 （21层）,2800 元/月,杭州
132,整租·龙湖香醍溪岸 4室2厅 跃层 南,余杭, 230㎡,南 , 高楼层 （3层）,5300 元/月,杭州
133,合租·平安雅苑 4居室 南卧,拱墅, 15㎡,南 , 中楼层 （23层）,900 元/月,杭州
134,整租·铁建万科江湾城 3室2厅 南,萧山, 85㎡,南 , 中楼层 （33层）,2999 元/月,杭州
135,整租·远洋心里 3室2厅 南,江干, 89㎡,南 , 高楼层 （11层）,5500 元/月,杭州
136,整租·赞成乐山红叶 3室2厅 东/西,余杭, 89㎡,东 西 , 中楼层 （20层）,2700 元/月,杭州
137,整租·众安嘉润公馆（杭州国际办公中心） 1室0厅 南,萧山, 44㎡,南 , 高楼层 （30层）,3900 元/月,杭州
138,整租·大园新城 3室2厅 南,临安, 137㎡,南 , 高楼层 （22层）,2300 元/月,杭州
139,整租·西房拱宸外滩 3室2厅 南,余杭, 89㎡,南 , 高楼层 （31层）,2600 元/月,杭州
140,整租·上郡 3室1厅 南,西湖, 89㎡,南 , 低楼层 （16层）,5150 元/月,杭州
141,整租·平安雅苑 2室1厅 南/北,拱墅, 68㎡,南 北 , 低楼层 （21层）,2800 元/月,杭州
142,整租·盛元慧谷 3室2厅 南,滨江, 158㎡,南 , 低楼层 （40层）,6800 元/月,杭州
143,合租·泊林印象 5居室 南卧,江干, 15㎡,南 , 高楼层 （17层）,1200 元/月,杭州
144,整租·天苑花园 2室1厅 南,西湖, 65㎡,南 , 中楼层 （18层）,3900 元/月,杭州
145,整租·平安雅苑 2室1厅 南,拱墅, 69㎡,南 , 中楼层 （22层）,2800 元/月,杭州
146,整租·保利东湾 4室2厅 跃层 南,钱塘新区, 114㎡,南 , 低楼层 （33层）,4500 元/月,杭州
147,整租·平安雅苑 2室1厅 南/北,拱墅, 68㎡,南 北 , 高楼层 （22层）,2800 元/月,杭州
148,整租·领骏世界 1室1厅 南,下城, 45㎡,南 , 中楼层 （20层）,3500 元/月,杭州
149,整租·平安雅苑 2室1厅 南/北,拱墅, 66㎡,南 北 , 高楼层 （23层）,2800 元/月,杭州
150,整租·绿都御景蓝湾 3室2厅 南,萧山, 89㎡,南 , 低楼层 （27层）,2000 元/月,杭州
151,整租·华元欢乐城 1室1厅 跃层 东,余杭, 45㎡,东 , 高楼层 （38层）,1950 元/月,杭州
152,整租·三水一生 4室2厅 跃层 南,萧山, 172㎡,南 , 高楼层 （5层）,3200 元/月,杭州
153,整租·吉如家园 3室1厅 南,拱墅, 93㎡,南 , 中楼层 （25层）,4200 元/月,杭州
154,整租·世贸丽晶城欧美中心 4室2厅 南,西湖, 156㎡,南 , 高楼层 （10层）,19800 元/月,杭州
155,整租·华元欢乐城 2室1厅 LOFT 东南,余杭, 35㎡,东南 , 高楼层 （22层）,2500 元/月,杭州
156,整租·德雅花园 3室2厅 南,西湖, 114㎡,南 , 高楼层 （7层）,8000 元/月,杭州
157,整租·滨江西溪之星 3室2厅 南,余杭, 89㎡,南 , 中楼层 （7层）,12000 元/月,杭州
158,整租·北城天地 1室0厅 南/西,拱墅, 1000㎡,南 西 , 高楼层 （20层）,70000 元/月,杭州
159,整租·金域三江 3室2厅 南,萧山, 132㎡,南 , 高楼层 （32层）,3000 元/月,杭州
160,整租·广厦天都城天熙公馆 4室2厅 南,余杭, 251㎡,南 , 中楼层 （16层）,4500 元/月,杭州
161,合租·九月庭院 4居室 北卧,江干, 20㎡,北 , 高楼层 （18层）,1200 元/月,杭州
162,整租·碧桂园珑悦 3室2厅 南,萧山, 120㎡,南 , 高楼层 （18层）,9500 元/月,杭州
163,合租·九月庭院 3居室 南卧,江干, 20㎡,南 , 高楼层 （18层）,1500 元/月,杭州
164,整租·北辰奥园 3室2厅 南/北,萧山, 88㎡,南 北 , 高楼层 （34层）,2800 元/月,杭州
165,整租·招商武林郡 3室2厅 南,江干, 89㎡,南 , 高楼层 （16层）,4000 元/月,杭州
166,整租·星汇花园 3室1厅 南,临安, 142㎡,南 , 中楼层 （28层）,1500 元/月,杭州
167,整租·凯瑞金座 1室0厅 北,滨江, 58㎡,北 , 低楼层 （25层）,3800 元/月,杭州
168,整租·野风秋雅 2室1厅 南,富阳, 88㎡,南 , 中楼层 （24层）,2500 元/月,杭州
169,整租·西瑞大厦 0室1厅 南,拱墅, 63㎡,南 , 中楼层 （15层）,5300 元/月,杭州
170,整租·君悦丽景 4室2厅 南,萧山, 144㎡,南 , 高楼层 （18层）,5000 元/月,杭州
171,整租·万通中心 1室0厅 南,拱墅, 41㎡,南 , 低楼层 （22层）,3300 元/月,杭州
172,整租·翡翠城一期 4室2厅 南,余杭, 251㎡,南 , 高楼层 （17层）,7000 元/月,杭州
173,合租·九月庭院 3居室 南卧,江干, 20㎡,南 , 高楼层 （18层）,1800 元/月,杭州
174,整租·莫邪塘东村 1室1厅 南,上城, 47㎡,南 , 高楼层 （6层）,2800 元/月,杭州
175,合租·泊林印象 5居室 复式 南卧,江干, 15㎡,南 , 高楼层 （9层）,1200 元/月,杭州
176,整租·信义坊 3室2厅 南,拱墅, 136㎡,南 , 中楼层 （11层）,8500 元/月,杭州
177,合租·九月庭院 4居室 南卧,江干, 20㎡,南 , 高楼层 （18层）,1700 元/月,杭州
178,整租·远洋路劲上河宸章 5室2厅 南,余杭, 138㎡,南 , 高楼层 （6层）,10000 元/月,杭州
179,合租·九月庭院 4居室 北卧,江干, 45㎡,北 , 高楼层 （18层）,2000 元/月,杭州
180,整租·风尚蓝湾 1室0厅 东,滨江, 43㎡,东 , 中楼层 （29层）,3000 元/月,杭州
181,整租·经建绅世郡园 2室2厅 南,余杭, 86㎡,南 , 高楼层 （25层）,2200 元/月,杭州
182,整租·和昌云潮 2室1厅 西,西湖, 42㎡,西 , 中楼层 （17层）,3200 元/月,杭州
183,整租·德信杭州之翼 2室1厅 北,江干, 58㎡,北 , 中楼层 （16层）,5200 元/月,杭州
184,整租·郡原相江公寓 3室1厅 南,江干, 89㎡,南 , 低楼层 （23层）,3800 元/月,杭州
185,整租·西房拱宸外滩 5室2厅 跃层 东南,余杭, 167㎡,东南 , 低楼层 （3层）,9000 元/月,杭州
186,整租·华元欢乐城 1室1厅 东/南,余杭, 45㎡,东 南 , 高楼层 （38层）,2200 元/月,杭州
187,整租·西溪九号 2室1厅 南/北,西湖, 41㎡,南 北 , 中楼层 （5层）,3700 元/月,杭州
188,整租·万宝城 2室1厅 南,余杭, 51㎡,南 , 中楼层 （23层）,2400 元/月,杭州
189,整租·广泽小区 2室2厅 南,萧山, 85㎡,南 , 高楼层 （30层）,3000 元/月,杭州
190,整租·诚盛天际湾 2室1厅 南,钱塘新区, 90㎡,南 , 高楼层 （11层）,2800 元/月,杭州
191,溪悦十锦台公寓 3室2厅 南,临安, 108㎡,南 , 低楼层 （18层）,2800 元/月,杭州
192,美莱国际中心写字楼 2室1厅 跃层 南,余杭, 50㎡,南 , 高楼层 （22层）,2800 元/月,杭州
193,整租·熙晖府 4室2厅 南/北,下城, 140㎡,南 北 , 低楼层 （18层）,15000 元/月,杭州
194,整租·旭辉东原国滨府 4室2厅 南,萧山, 139㎡,南 , 高楼层 （33层）,6500 元/月,杭州
195,整租·富越香郡 4室1厅 南,拱墅, 89㎡,南 , 中楼层 （32层）,5500 元/月,杭州
196,整租·明华明辉花园 5室2厅 南,萧山, 194㎡,南 , 中楼层 （14层）,8500 元/月,杭州
197,整租·万盛商贸城公寓 1室0厅 北,余杭, 50㎡,北 , 高楼层 （16层）,2000 元/月,杭州
198,苕溪公馆 3室2厅 南/北,临安, 143㎡,南 北 , 中楼层 （16层）,4300 元/月,杭州
199,整租·水岸锦城 3室2厅 南,余杭, 130㎡,南 , 中楼层 （11层）,2200 元/月,杭州
200,整租·铁建万科江湾城 3室2厅 西,萧山, 115㎡,西 , 中楼层 （34层）,3000 元/月,杭州
201,整租·绿都御景蓝湾 3室2厅 南,萧山, 89㎡,南 , 中楼层 （27层）,2300 元/月,杭州
202,莫干山路 3室1厅 南/北,西湖, 67㎡,南 北 , 中楼层 （6层）,4200 元/月,杭州
203,整租·龙湖武林九里 3室2厅 南,江干, 89㎡,南 , 低楼层 （17层）,4000 元/月,杭州
204,整租·星南站 2室1厅 南,萧山, 38㎡,南 , 中楼层 （21层）,2400 元/月,杭州
205,春意江南名邸 4室2厅 南,钱塘新区, 129㎡,南 , 低楼层 （18层）,3000 元/月,杭州
206,整租·新南郡嘉苑 3室2厅 南,萧山, 140㎡,南 , 中楼层 （25层）,3300 元/月,杭州
207,整租·摩卡商务馆 1室1厅 南,萧山, 39㎡,南 , 低楼层 （3层）,2100 元/月,杭州
208,整租·申瑞国际金座 2室1厅 北,西湖, 48㎡,北 , 高楼层 （12层）,3000 元/月,杭州
209,整租·龙湖滟澜山澜轩 5室2厅 南,钱塘新区, 176㎡,南 , 中楼层 （7层）,11000 元/月,杭州
210,整租·世茂江滨花园峻景湾 3室1厅 南,钱塘新区, 88㎡,南 , 中楼层 （33层）,4000 元/月,杭州
211,整租·绿城桃源小镇品霞苑 4室2厅 东南,余杭, 124㎡,东南 , 中楼层 （29层）,1500 元/月,杭州
212,整租·天湖公寓 2室2厅 南,西湖, 84㎡,南 , 低楼层 （7层）,5000 元/月,杭州
213,整租·中豪湘座 1室0厅 南,江干, 165㎡,南 , 中楼层 （13层）,11000 元/月,杭州
214,整租·梅花弄小区 2室1厅 南,萧山, 56㎡,南 , 高楼层 （7层）,2600 元/月,杭州
215,合租·平安雅苑 4居室 南卧,拱墅, 28㎡,南 , 高楼层 （23层）,1200 元/月,杭州
216,整租·开元名郡 3室2厅 南,萧山, 89㎡,南 , 高楼层 （20层）,2600 元/月,杭州
217,整租·海德公园 3室2厅 南,余杭, 93㎡,南 , 低楼层 （16层）,3800 元/月,杭州
218,整租·溪畔花园 5室1厅 复式 南,西湖, 84㎡,南 , 高楼层 （3层）,6000 元/月,杭州
219,整租·旭辉运河悦章 3室2厅 南,余杭, 88㎡,南 , 中楼层 （27层）,2200 元/月,杭州
220,整租·华元欢乐城 1室1厅 复式 西,余杭, 45㎡,西 , 高楼层 （37层）,1899 元/月,杭州
221,整租·阳光银泰城 1室1厅 东,下城, 55㎡,东 , 低楼层 （16层）,3170 元/月,杭州
222,整租·吴越山庄 5室3厅 东/南,临安, 268㎡,东 南 , 高楼层 （6层）,1200 元/月,杭州
223,整租·新明半岛 4室2厅 错层 南,余杭, 160㎡,南 , 高楼层 （10层）,7000 元/月,杭州
224,整租·浙港国际 2室1厅 LOFT 南,西湖, 33㎡,南 , 高楼层 （17层）,3800 元/月,杭州
225,整租·耀江文欣大厦 2室1厅 南,西湖, 136㎡,南 , 低楼层 （20层）,10000 元/月,杭州
226,整租·华瑞晴庐 3室2厅 南/北,萧山, 90㎡,南 北 , 中楼层 （31层）,5000 元/月,杭州
227,整租·朝阳银座 2室0厅 南,萧山, 87㎡,南 , 高楼层 （28层）,3700 元/月,杭州
228,整租·三江新村 4室2厅 南,萧山, 133㎡,南 , 中楼层 （5层）,4300 元/月,杭州
229,整租·德信早城 2室2厅 南,钱塘新区, 76㎡,南 , 低楼层 （18层）,4000 元/月,杭州
230,合租·杭钢尚堂府 4居室 东卧,拱墅, 20㎡,东 , 低楼层 （23层）,1250 元/月,杭州
231,合租·天阳尚城国际一期 4居室 南卧,江干, 20㎡,南 , 高楼层 （15层）,1780 元/月,杭州
232,整租·青城山语间 6室3厅 南/北,临安, 265㎡,南 北 , 低楼层 （1层）,8000 元/月,杭州
233,合租·远洋招商上塘宸章 4居室 南卧,拱墅, 18㎡,南 , 低楼层 （25层）,1500 元/月,杭州
234,整租·学士桥小区 3室2厅 南,萧山, 138㎡,南 , 中楼层 （6层）,3800 元/月,杭州
235,整租·黄工厂弄 2室1厅 南,上城, 56㎡,南 , 中楼层 （6层）,3600 元/月,杭州
236,合租·天阳尚城国际一期 4居室 北卧,江干, 8㎡,北 , 低楼层 （16层）,1280 元/月,杭州
237,合租·海德公园 5居室 西卧,余杭, 15㎡,西 , 低楼层 （18层）,801 元/月,杭州
238,合租·三里亭一区 4居室 南卧,江干, 25㎡,南 , 中楼层 （6层）,1580 元/月,杭州
239,整租·世贸丽晶城欧美中心 1室0厅 北,西湖, 44㎡, 北 , 高楼层 （24层）,4999 元/月,杭州
240,整租·恒祺克拉天玺 1室1厅 东,江干, 35㎡,东 , 高楼层 （15层）,2920 元/月,杭州
241,整租·绿城桃源小镇 5室2厅 跃层 南,余杭, 287㎡,南 , 低楼层 （3层）,6000 元/月,杭州
242,整租·中兴御田清庭 2室2厅 南,拱墅, 85㎡,南 , 高楼层 （7层）,2800 元/月,杭州
243,众安景海湾 4室2厅 南,萧山, 224㎡,南 , 低楼层 （3层）,10000 元/月,杭州
244,整租·世嘉君座 2室2厅 跃层 南,下城, 50㎡,南 , 高楼层 （11层）,4300 元/月,杭州
